#Running 1000 Trials#World1A#RRTSTAR#1000#
#run, #iterations, #verticies, #solution, #goal
0, 1132, 1001, 47, 122.00
1, 1118, 1001, 59, 146.41
2, 1137, 1001, 50, 126.25
3, 1139, 1001, 46, 114.13
4, 1133, 1001, 50, 124.74
5, 1116, 1001, 45, 116.00
6, 1159, 1001, 46, 112.24
7, 1099, 1001, 46, 113.44
8, 1129, 1001, 40, 104.74
9, 1114, 1001, 47, 121.41
10, 1244, 1001, 60, 149.74
11, 1114, 1001, 48, 113.91
12, 1103, 1001, 47, 116.41
13, 1120, 1001, 44, 111.41
14, 1147, 1001, 56, 130.20
15, 1108, 1001, 57, 146.94
16, 1180, 1001, 41, 103.03
17, 1121, 1001, 51, 117.00
18, 1141, 1001, 44, 109.74
19, 1121, 1001, 55, 139.33
20, 1209, 1001, 60, 152.27
21, 1127, 1001, 39, 97.00
22, 1105, 1001, 46, 117.24
23, 1138, 1001, 58, 137.50
24, 1116, 1001, 42, 106.00
25, 1143, 1001, 47, 113.50
26, 1149, 1001, 57, 138.91
27, 1135, 1001, 49, 120.00
28, 1177, 1001, 60, 141.41
29, 1172, 1001, 59, 149.89
30, 1128, 1001, 51, 124.74
31, 1095, 1001, 54, 131.85
32, 1256, 1001, 52, 129.82
33, 1100, 1001, 43, 107.24
34, 1106, 1001, 48, 116.00
35, 1206, 1001, 59, 142.92
36, 1130, 1001, 42, 102.00
37, 1132, 1001, 56, 137.24
38, 1169, 1001, 44, 109.74
39, 1158, 1001, 60, 149.74
40, 1099, 1001, 45, 108.38
41, 1144, 1001, 42, 98.91
42, 1141, 1001, 45, 106.41
43, 1157, 1001, 47, 112.24
44, 1221, 1001, 55, 134.49
45, 1153, 1001, 50, 118.09
46, 1119, 1001, 48, 117.50
47, 1106, 1001, 44, 112.24
48, 1150, 1001, 49, 121.00
49, 1143, 1001, 54, 132.50
50, 1144, 1001, 46, 115.07
51, 1135, 1001, 51, 121.41
52, 1106, 1001, 41, 99.50
53, 1102, 1001, 41, 104.74
54, 1117, 1001, 48, 118.27
55, 1114, 1001, 50, 119.74
56, 1105, 1001, 54, 133.57
57, 1112, 1001, 50, 124.46
58, 1103, 1001, 45, 105.21
59, 1136, 1001, 43, 112.24
60, 1119, 1001, 44, 107.06
61, 1197, 1001, 46, 113.90
62, 1170, 1001, 52, 130.48
63, 1166, 1001, 47, 116.36
64, 1104, 1001, 44, 108.50
65, 1126, 1001, 47, 118.91
66, 1151, 1001, 45, 112.24
67, 1123, 1001, 42, 111.41
68, 1106, 1001, 43, 106.00
69, 1107, 1001, 42, 103.88
70, 1109, 1001, 46, 113.50
71, 1177, 1001, 47, 124.32
72, 1089, 1001, 44, 112.24
73, 1094, 1001, 47, 121.41
74, 1133, 1001, 56, 133.50
75, 1130, 1001, 48, 122.00
76, 1121, 1001, 43, 108.50
77, 1177, 1001, 68, 177.24
78, 1167, 1001, 51, 127.24
79, 1114, 1001, 49, 117.00
80, 1177, 1001, 43, 104.42
81, 1101, 1001, 51, 123.07
82, 1118, 1001, 44, 109.74
83, 1123, 1001, 40, 100.00
84, 1178, 1001, 53, 131.71
85, 1081, 1001, 46, 113.91
86, 1113, 1001, 50, 123.50
87, 1114, 1001, 61, 145.40
88, 1072, 1001, 45, 114.09
89, 1127, 1001, 49, 123.23
90, 1160, 1001, 50, 124.74
91, 1136, 1001, 44, 110.72
92, 1094, 1001, 49, 119.74
93, 1156, 1001, 56, 139.00
94, 1168, 1001, 57, 143.66
95, 1110, 1001, 58, 149.74
96, 1104, 1001, 45, 111.63
97, 1193, 1001, 52, 124.74
98, 1241, 1001, 52, 133.91
