#Running 500 Trials#World1A#RRTSTAR#2000#
#run, #iterations, #verticies, #solution, #goal
0, 2230, 2001, 44, 118.37
1, 2238, 2001, 47, 120.22
2, 2230, 2001, 45, 109.08
3, 2154, 2001, 48, 122.32
4, 2254, 2001, 65, 157.24
5, 2279, 2001, 56, 131.00
6, 2233, 2001, 56, 132.24
7, 2191, 2001, 46, 117.26
8, 2234, 2001, 48, 128.83
9, 2199, 2001, 52, 125.47
10, 2175, 2001, 46, 111.00
11, 2235, 2001, 48, 116.42
12, 2189, 2001, 45, 108.91
13, 2167, 2001, 40, 98.26
14, 2215, 2001, 52, 122.50
15, 2199, 2001, 51, 127.24
16, 2254, 2001, 57, 137.97
17, 2267, 2001, 62, 146.41
18, 2250, 2001, 54, 133.91
19, 2215, 2001, 50, 124.02
20, 2237, 2001, 50, 119.11
21, 2236, 2001, 55, 129.89
22, 2193, 2001, 46, 110.30
23, 2298, 2001, 50, 123.73
24, 2186, 2001, 45, 102.50
25, 2235, 2001, 47, 121.00
26, 2302, 2001, 49, 131.10
27, 2239, 2001, 47, 111.41
28, 2223, 2001, 51, 124.50
29, 2246, 2001, 56, 142.90
30, 2179, 2001, 45, 109.74
31, 2225, 2001, 44, 117.33
32, 2218, 2001, 46, 115.56
33, 2211, 2001, 46, 117.67
34, 2274, 2001, 46, 104.15
35, 2220, 2001, 49, 123.89
36, 2200, 2001, 44, 108.50
37, 2165, 2001, 47, 113.83
38, 2207, 2001, 45, 112.69
39, 2244, 2001, 47, 122.00
40, 2244, 2001, 50, 132.23
41, 2167, 2001, 52, 114.74
42, 2172, 2001, 43, 99.68
43, 2216, 2001, 50, 122.45
44, 2208, 2001, 42, 111.14
45, 2235, 2001, 58, 133.72
46, 2198, 2001, 47, 109.01
47, 2203, 2001, 51, 116.44
48, 2263, 2001, 43, 108.50
49, 2176, 2001, 46, 105.64
50, 2168, 2001, 44, 107.24
51, 2242, 2001, 48, 110.66
52, 2198, 2001, 45, 107.05
53, 2179, 2001, 49, 112.86
54, 2230, 2001, 55, 131.52
55, 2157, 2001, 42, 99.65
56, 2227, 2001, 44, 112.56
57, 2181, 2001, 44, 108.94
58, 2223, 2001, 44, 118.24
59, 2209, 2001, 45, 101.01
60, 2186, 2001, 48, 114.50
61, 2176, 2001, 45, 111.41
62, 2206, 2001, 53, 124.74
63, 2229, 2001, 56, 125.12
64, 2167, 2001, 43, 107.52
65, 2269, 2001, 54, 136.71
66, 2200, 2001, 55, 126.00
67, 2218, 2001, 51, 129.74
68, 2232, 2001, 57, 141.02
69, 2191, 2001, 50, 129.49
70, 2304, 2001, 57, 142.00
71, 2183, 2001, 53, 127.33
72, 2193, 2001, 61, 144.13
73, 2222, 2001, 57, 129.50
74, 2213, 2001, 44, 105.25
75, 2226, 2001, 50, 124.47
76, 2201, 2001, 48, 143.50
77, 2240, 2001, 49, 122.77
78, 2219, 2001, 54, 129.99
79, 2176, 2001, 45, 105.85
80, 2238, 2001, 47, 111.71
81, 2192, 2001, 49, 121.07
82, 2229, 2001, 45, 108.18
83, 2228, 2001, 44, 109.50
84, 2254, 2001, 54, 135.76
85, 2197, 2001, 42, 105.07
86, 2197, 2001, 45, 117.91
87, 2182, 2001, 44, 104.80
88, 2192, 2001, 42, 109.74
89, 2221, 2001, 43, 112.24
90, 2284, 2001, 55, 127.21
91, 2231, 2001, 44, 116.52
92, 2238, 2001, 48, 115.90
93, 2192, 2001, 47, 119.16
94, 2342, 2001, 60, 140.99
95, 2229, 2001, 41, 97.92
96, 2241, 2001, 53, 122.98
97, 2198, 2001, 42, 99.46
98, 2212, 2001, 45, 112.70
99, 2185, 2001, 44, 106.00
100, 2236, 2001, 61, 144.50
101, 2180, 2001, 54, 128.50
102, 2198, 2001, 42, 105.31
103, 2203, 2001, 53, 126.41
104, 2227, 2001, 49, 117.76
105, 2156, 2001, 49, 123.55
106, 2188, 2001, 50, 131.41
107, 2209, 2001, 50, 120.52
108, 2255, 2001, 51, 139.74
109, 2242, 2001, 43, 111.00
110, 2250, 2001, 43, 112.50
111, 2174, 2001, 45, 115.15
112, 2228, 2001, 56, 129.89
113, 2238, 2001, 58, 135.21
114, 2193, 2001, 46, 108.61
115, 2286, 2001, 47, 122.24
116, 2221, 2001, 40, 98.50
117, 2195, 2001, 45, 130.68
118, 2221, 2001, 49, 118.50
119, 2207, 2001, 53, 133.50
120, 2209, 2001, 47, 113.03
121, 2281, 2001, 57, 128.29
122, 2245, 2001, 52, 127.24
123, 2149, 2001, 49, 119.74
124, 2196, 2001, 40, 102.44
125, 2187, 2001, 45, 110.13
126, 2207, 2001, 46, 120.70
127, 2171, 2001, 43, 107.27
128, 2206, 2001, 48, 115.75
129, 2230, 2001, 50, 122.35
130, 2213, 2001, 54, 131.19
131, 2209, 2001, 47, 112.44
132, 2239, 2001, 48, 122.15
133, 2195, 2001, 45, 121.41
134, 2223, 2001, 49, 115.00
135, 2221, 2001, 51, 119.78
136, 2200, 2001, 47, 117.24
137, 2259, 2001, 44, 105.96
138, 2247, 2001, 44, 107.95
139, 2283, 2001, 63, 147.53
140, 2232, 2001, 51, 122.24
141, 2314, 2001, 53, 139.74
142, 2212, 2001, 41, 111.04
143, 2174, 2001, 49, 117.81
144, 2246, 2001, 42, 109.60
145, 2200, 2001, 46, 105.91
146, 2217, 2001, 45, 114.22
147, 2205, 2001, 54, 131.49
148, 2223, 2001, 47, 109.20
149, 2233, 2001, 45, 115.57
